===== HYBRID: 16 PROCESSES × 16 THREADS =====
N  sequential  mpi  speedup
1024  0.000432031  0.00507995  0.0850463
2048  0.00111634  0.00401952  0.277729
4096  0.00213004  0.0043121  0.493968
8192  0.00514907  0.00850786  0.605213
16384  0.00909123  0.011836  0.768098
32768  0.0149315  0.0107739  1.38589
65536  0.0207035  0.0338552  0.61153
131072  0.0427709  0.0507947  0.842035
262144  0.0840179  0.0663698  1.26591
524288  0.173489  0.094841  1.82926
1048576  0.36379  0.175511  2.07275
