===== HYBRID: 4 PROCESSES × 4 THREADS =====
N  sequential  mpi  speedup
1024  0.000476833  0.00205983  0.231491
2048  0.00114405  0.00212644  0.538013
4096  0.0022373  0.00245449  0.911514
8192  0.00412325  0.00393312  1.04834
16384  0.00709524  0.00629233  1.1276
32768  0.0123272  0.0124578  0.989516
65536  0.0187176  0.0129482  1.44558
131072  0.0393944  0.0216321  1.82111
262144  0.0827497  0.0429341  1.92737
524288  0.172904  0.0886154  1.95117
1048576  0.369885  0.184036  2.00986
