===== HYBRID: 16 PROCESSES × 4 THREADS =====
N  sequential  mpi  speedup
1024  0.000426115  0.00219516  0.194116
2048  0.000949472  0.00512038  0.18543
4096  0.00204261  0.00231826  0.881099
8192  0.00251766  0.00605604  0.415728
16384  0.00469021  0.007406  0.633298
32768  0.00885771  0.00873808  1.01369
65536  0.0185846  0.0244894  0.758886
131072  0.0391164  0.0423563  0.923509
262144  0.0818209  0.0587368  1.39301
524288  0.172676  0.0966091  1.78737
1048576  0.362073  0.201064  1.80078
