===== HYBRID: 2 PROCESSES × 4 THREADS =====
N  sequential  mpi  speedup
1024  0.000495708  0.00103467  0.4791
2048  0.000831091  0.00126154  0.65879
4096  0.00181659  0.00206531  0.879574
8192  0.0038428  0.0033997  1.13033
16384  0.00604237  0.00667841  0.904761
32768  0.00871761  0.00684938  1.27276
65536  0.0185852  0.0144335  1.28765
131072  0.0391207  0.0289269  1.3524
262144  0.0813442  0.0591411  1.37543
524288  0.172235  0.1243  1.38564
1048576  0.366095  0.257262  1.42304
