===== HYBRID: 4 PROCESSES × 8 THREADS =====
N  sequential  mpi  speedup
1024  0.000285501  0.00188271  0.151644
2048  0.000998573  0.00274351  0.363977
4096  0.00245762  0.00302491  0.812461
8192  0.00202416  0.00259816  0.779073
16384  0.00820351  0.00660714  1.24161
32768  0.00918832  0.00629241  1.46022
65536  0.0197344  0.0118376  1.6671
131072  0.0399676  0.0211641  1.88847
262144  0.0829815  0.0417474  1.9877
524288  0.174284  0.0895756  1.94566
1048576  0.366609  0.170101  2.15525
