===== HYBRID: 2 PROCESSES × 8 THREADS =====
N  sequential  mpi  speedup
1024  0.00022913  0.000928346  0.246815
2048  0.000924284  0.00173191  0.533679
4096  0.000902354  0.0012291  0.734159
8192  0.00274419  0.00382155  0.718083
16384  0.00434856  0.00642625  0.676686
32768  0.00879274  0.00921344  0.954338
65536  0.0184982  0.0174325  1.06113
131072  0.0390407  0.0293682  1.32935
262144  0.0820282  0.06039  1.35831
524288  0.174714  0.12432  1.40536
1048576  0.365052  0.262022  1.39321
