===== HYBRID: 4 PROCESSES × 2 THREADS =====
N  sequential  mpi  speedup
1024  0.000458905  0.00132198  0.347135
2048  0.000736405  0.000941268  0.782354
4096  0.001379  0.00261495  0.527353
8192  0.00319645  0.00331206  0.965092
16384  0.00413876  0.00363748  1.13781
32768  0.00976065  0.00647996  1.50628
65536  0.0185166  0.0116889  1.58412
131072  0.0393117  0.02247  1.74952
262144  0.0866055  0.0469011  1.84656
524288  0.176509  0.0940055  1.87765
1048576  0.363101  0.186976  1.94196
