===== HYBRID: 16 PROCESSES × 8 THREADS =====
N  sequential  mpi  speedup
1024  0.000630762  0.00321005  0.196496
2048  0.000776508  0.00246223  0.315368
4096  0.00204341  0.00442048  0.462261
8192  0.00497785  0.00606889  0.820224
16384  0.00920369  0.0103706  0.887483
32768  0.0089914  0.00973822  0.923311
65536  0.0207347  0.0278113  0.745549
131072  0.0392541  0.0488899  0.802907
262144  0.0849747  0.0538256  1.5787
524288  0.174772  0.0968556  1.80446
1048576  0.371814  0.203897  1.82354
