===== HYBRID: 16 PROCESSES × 16 THREADS =====
N  sequential  mpi  speedup
1024  0.000559419  0.00268195  0.208587
2048  0.000795082  0.00279884  0.284076
4096  0.00260516  0.00919008  0.283476
8192  0.00472133  0.00457907  1.03107
16384  0.00808066  0.0135104  0.598106
32768  0.00882295  0.0102346  0.862072
65536  0.0250855  0.0329733  0.760782
131072  0.0396987  0.0354493  1.11987
262144  0.0828354  0.0497012  1.66667
524288  0.173685  0.100445  1.72915
1048576  0.369672  0.203431  1.81718
