===== HYBRID: 16 PROCESSES × 4 THREADS =====
N  sequential  mpi  speedup
1024  0.000481348  0.00196847  0.244529
2048  0.00106372  0.00274162  0.387989
4096  0.00227345  0.00921809  0.246629
8192  0.00510853  0.00436588  1.1701
16384  0.00692722  0.00701183  0.987932
32768  0.0112684  0.0168378  0.669233
65536  0.0247663  0.0323376  0.765867
131072  0.039304  0.0222528  1.76625
262144  0.0902863  0.0687983  1.31233
524288  0.176966  0.0988401  1.79043
1048576  0.368259  0.21204  1.73674
