===== HYBRID: 8 PROCESSES × 4 THREADS =====
N  sequential  mpi  speedup
1024  0.000340048  0.0010175  0.334199
2048  0.00107098  0.00168725  0.634746
4096  0.0018995  0.00270139  0.703157
8192  0.00200703  0.00338997  0.59205
16384  0.00788386  0.00540019  1.45992
32768  0.0135989  0.00822377  1.65361
65536  0.0189245  0.0111089  1.70355
131072  0.039431  0.0217187  1.81553
262144  0.0825864  0.0413139  1.999
524288  0.173983  0.0951234  1.82902
1048576  0.365281  0.2001  1.82549
