===== HYBRID: 1 PROCESSES × 8 THREADS =====
N  sequential  mpi  speedup
1024  0.000495966  0.00159632  0.310694
2048  0.000975359  0.00189088  0.515822
4096  0.00169897  0.00282686  0.60101
8192  0.00344146  0.00512496  0.67151
16384  0.00490573  0.00965645  0.508026
32768  0.00879078  0.0138581  0.63434
65536  0.018625  0.0224825  0.828425
131072  0.0389117  0.0414627  0.938474
262144  0.082824  0.0852015  0.972096
524288  0.172225  0.178517  0.964749
1048576  0.364377  0.373883  0.974573
