0,651.898
1,217.3
2,43.4604
3,18.6262
4,10.3481
5,6.58535
6,4.55924
7,3.34358
8,2.55698
9,2.01877
10,1.63434
11,1.3502
12,1.13425
13,0.966287
14,0.833077
15,0.725649
16,0.637754
17,0.564926
18,0.503908
19,0.452278
20,0.408203
21,0.370278
22,0.33741
23,0.308738
24,0.283577
25,0.261376
26,0.241688
27,0.224148
28,0.208454
29,0.194357
30,0.181645
31,0.170145
32,0.159706
33,0.150202
34,0.141524
35,0.13358
36,0.126289
37,0.119581
38,0.113396
39,0.10768
40,0.102388
41,0.0974784
42,0.0929154
43,0.0886671
44,0.0847052
45,0.0810045
46,0.0775426
47,0.0742994
48,0.0712568
49,0.0683985
50,0.0657101
51,0.0631783
52,0.0607912
53,0.058538
54,0.0564087
55,0.0543946
56,0.0524875
57,0.0506798
58,0.0489649
59,0.0473364
60,0.0457887
61,0.0443165
62,0.042915
63,0.0415797
64,0.0403065
65,0.0390916
66,0.0379315
67,0.036823
68,0.0357631
69,0.0347489
70,0.0337779
71,0.0328476
72,0.0319559
73,0.0311005
74,0.0302796
75,0.0294913
76,0.028734
77,0.028006
78,0.0273058
79,0.026632
80,0.0259833
81,0.0253586
82,0.0247565
83,0.0241761
84,0.0236163
85,0.0230762
86,0.0225548
87,0.0220513
88,0.0215648
89,0.0210947
90,0.0206402
91,0.0202005
92,0.0197752
93,0.0193635
94,0.0189649
95,0.0185788
96,0.0182047
97,0.0178421
98,0.0174906
99,0.0171497
100,0.016819
101,0.016498
102,0.0161865
103,0.015884
104,0.0155902
105,0.0153047
106,0.0150273
107,0.0147577
108,0.0144955
109,0.0142405
110,0.0139924
111,0.0137511
112,0.0135161
113,0.0132874
114,0.0130647
115,0.0128478
116,0.0126364
117,0.0124305
118,0.0122298
119,0.0120342
120,0.0118434
121,0.0116573
122,0.0114758
123,0.0112987
124,0.0111259
125,0.0109573
126,0.0107926
127,0.0106318
128,0.0104748
129,0.0103215
130,0.0101716
131,0.0100252
132,0.00988214
133,0.00974228
134,0.00960555
135,0.00947185
136,0.0093411
137,0.00921321
138,0.0090881
139,0.00896569
140,0.0088459
141,0.00872866
142,0.00861389
143,0.00850154
144,0.00839152
145,0.00828378
146,0.00817826
147,0.00807489
148,0.00797361
149,0.00787438
150,0.00777713
151,0.00768182
152,0.00758839
153,0.0074968
154,0.00740699
155,0.00731893
156,0.00723256
157,0.00714784
158,0.00706474
159,0.0069832
160,0.0069032
161,0.0068247
162,0.00674765
163,0.00667203
164,0.00659779
165,0.00652491
166,0.00645335
167,0.00638308
168,0.00631406
169,0.00624628
170,0.0061797
171,0.0061143
172,0.00605004
173,0.0059869
174,0.00592485
175,0.00586388
176,0.00580394
177,0.00574504
178,0.00568712
179,0.00563019
180,0.00557421
181,0.00551917
182,0.00546504
183,0.0054118
184,0.00535944
185,0.00530793
186,0.00525726
187,0.00520741
188,0.00515836
189,0.0051101
190,0.00506261
191,0.00501587
192,0.00496987
193,0.00492458
194,0.00488001
195,0.00483613
196,0.00479293
197,0.0047504
198,0.00470851
199,0.00466727
200,0.00462665
201,0.00458665
202,0.00454724
203,0.00450843
204,0.0044702
205,0.00443253
206,0.00439542
207,0.00435886
208,0.00432283
209,0.00428732
210,0.00425234
211,0.00421785
212,0.00418387
213,0.00415037
214,0.00411735
215,0.00408479
216,0.0040527
217,0.00402106
218,0.00398987
219,0.00395911
220,0.00392877
221,0.00389886
222,0.00386936
223,0.00384027
224,0.00381158
225,0.00378327
226,0.00375535
227,0.00372781
228,0.00370064
229,0.00367384
