4399560+0j,-1164217.86748-9387.02961455j,683593.633514-203334.348003j,-194080.255768+15083.3770744j,-95827.9965184+1872.57247012j,29677.3793151-139392.801818j,-41842.9633806-10939.4946855j,99153.1343296-5533.77705583j,-37302.1291855+41126.7369647j,45941.5096012+847.666925223j,-1077.52650238+99696.2703233j,49206.2873673-87208.6075975j,19852.0581612-50263.2860185j,67145.7303544-81129.357559j,-86839.9257941-8140.60877617j,15245.9965417+29961.3694037j,-23097.0848484-49269.1831486j,18524.767428-15791.5879513j,-26038.1383106-15179.5027393j,-27781.1596268+4555.32263595j,-5692.45445463-2873.37994675j,-784.552226992+20485.8182232j,645.727566612-12840.6546428j,-15595.1001386+23713.5602444j,-256.306558029-22376.6354928j,-8502.37191597+18964.2040106j,10868.7837938-13996.2251348j,-14033.9789887+17304.9831365j,7877.05765151-15690.1557373j,-10372.5608274+15128.698155j,11014.6019741-8404.9212294j,-13585.6862019-1110.01219012j,16254.650491-2434.77965389j,-11817.3889875-1003.48163456j,4250.14817723+5789.29225806j,925.96123077-8891.08325269j,4776.6498738+7184.66842113j,729.877973308-8448.44125621j,-7315.72571738+2572.15934943j,208.921604394-10139.4695503j,-3789.62971277+8184.70419442j,-2009.75490977-11096.1901035j,-5563.62261271+6574.28039282j,510.236564332-4302.81048263j,-2373.13571924+8127.06600006j,1718.62425533-7948.12787846j,-2718.02020621+3214.74175972j,1255.58849819-6064.77906611j,-8536.92721555+4474.16047474j,4824.39634272+732.206017805j,-2698.88619512-3620.59663514j,-2244.2194887+3704.12112148j,1561.71788034-4449.93279854j,-4755.26155087+5963.67633865j,2722.63861151-3858.3226704j,-2090.75701051+2290.13194546j,714.617456777-4141.7324779j,-3928.68654035+2609.15959679j,3564.56844363-2297.97778628j,-3625.0228705+261.947170164j,760.073781993-462.943478898j,-401.016647653-4310.46345232j,-5208.67191215+2718.7930774j,3220.024919-452.131369951j,-4228-3936j,3162.21219011+883.495454835j,-5315.03991948-2751.71577999j,1974.22084894+220.524682119j,-3739.08004982+1715.45577387j,1782.84869221-3166.73876966j,-2665.74239246+682.290442125j,259.839551715+387.022123084j,-3786.19558027-2169.44486008j,1931.48702753+1215.94244737j,-1727.71213331-517.925637225j,116.362462498+1315.41348259j,-3706.2089845-755.271726308j,493.863319214+651.513582663j,-328.454346215-1363.76022906j,-3137.34085777+2668.43250769j,3905.32128816-5165.83276703j,-6603.12994724+4786.07595974j,3343.24066446-3147.97585152j,-6345.18681725-737.262058865j,6637.47275588+1373.68819932j,-6583.38809543-1396.43998446j,3048.89691489+1816.17720441j,-4617.22503555-2814.16578372j,1658.70467409+1817.24024779j,-1702.02271763-3123.05065901j,-1513.16702331+2254.86308405j,-469.190804995-3220.59069142j,-1540.87894762+2949.26730927j,-735.423836577-2677.85774935j,-1015.71171595+65.4392685397j,1194.16233715-1898.60727008j,-5286.65049103+2757.22034611j,2514.4718909-3265.25084763j,-2237.92793078+2282.55318764j,2688.43167284+435.661923481j,-6478.2225594-2295.21916431j,3416.395488-249.039206286j,-2968.45479634-551.93683954j,963.254612752+1492.29797582j,-2542.29483312-1583.86191092j,2386.44140471+1042.7645224j,-2616.71773765-538.066730024j,561.666319846+1770.02680027j,-1583.74453814-3880.63476917j,-1129.20574852+1483.51444219j,1715.88481164-2285.10291335j,-2940.05627151+2643.75512435j,1432.69077578-2933.17639039j,-1623.17822997+1710.54976991j,373.592002117-2317.8669539j,-2309.340924+1625.26015632j,1690.58342655-1082.63358172j,-1358.45845016+1259.51525568j,668.706810544+312.997637507j,-1556.05910744-2520.11269841j,247.233738809-92.7378889589j,-757.182104798+1608.30586542j,-1519.24557558-1055.47998246j,63.3820610871+1007.40195772j,-1333.8917595+541.17779393j,247.161360021-1543.27021861j,-1430.76908202+1225.78125911j,2143.3925676-1111.22253357j,-3616+0j,2143.39256759+1111.22253357j,-1430.76908202-1225.78125911j,247.161360021+1543.27021861j,-1333.8917595-541.17779393j,63.3820610872-1007.40195772j,-1519.24557558+1055.47998246j,-757.182104798-1608.30586542j,247.233738809+92.7378889589j,-1556.05910744+2520.11269841j,668.706810544-312.997637507j,-1358.45845016-1259.51525568j,1690.58342655+1082.63358172j,-2309.340924-1625.26015632j,373.592002117+2317.8669539j,-1623.17822997-1710.54976991j,1432.69077578+2933.17639039j,-2940.05627151-2643.75512435j,1715.88481164+2285.10291335j,-1129.20574852-1483.51444219j,-1583.74453814+3880.63476917j,561.666319846-1770.02680027j,-2616.71773765+538.066730024j,2386.44140471-1042.7645224j,-2542.29483312+1583.86191092j,963.254612752-1492.29797582j,-2968.45479634+551.93683954j,3416.395488+249.039206286j,-6478.2225594+2295.21916431j,2688.43167284-435.661923481j,-2237.92793078-2282.55318764j,2514.4718909+3265.25084763j,-5286.65049103-2757.22034611j,1194.16233715+1898.60727008j,-1015.71171595-65.4392685398j,-735.423836577+2677.85774935j,-1540.87894762-2949.26730927j,-469.190804995+3220.59069142j,-1513.16702331-2254.86308405j,-1702.02271763+3123.05065901j,1658.70467409-1817.24024779j,-4617.22503555+2814.16578372j,3048.89691489-1816.17720441j,-6583.38809543+1396.43998446j,6637.47275588-1373.68819932j,-6345.18681725+737.262058865j,3343.24066446+3147.97585152j,-6603.12994724-4786.07595974j,3905.32128816+5165.83276703j,-3137.34085777-2668.43250769j,-328.454346215+1363.76022906j,493.863319214-651.513582663j,-3706.2089845+755.271726308j,116.362462498-1315.41348259j,-1727.71213331+517.925637225j,1931.48702753-1215.94244737j,-3786.19558027+2169.44486008j,259.839551715-387.022123084j,-2665.74239246-682.290442125j,1782.84869221+3166.73876966j,-3739.08004982-1715.45577387j,1974.22084894-220.524682119j,-5315.03991948+2751.71577999j,3162.21219011-883.495454835j,-4228+3936j,3220.024919+452.131369951j,-5208.67191215-2718.7930774j,-401.016647653+4310.46345232j,760.073781993+462.943478898j,-3625.0228705-261.947170164j,3564.56844363+2297.97778628j,-3928.68654035-2609.15959679j,714.617456777+4141.7324779j,-2090.75701051-2290.13194546j,2722.63861151+3858.3226704j,-4755.26155087-5963.67633865j,1561.71788034+4449.93279854j,-2244.2194887-3704.12112148j,-2698.88619512+3620.59663514j,4824.39634271-732.206017805j,-8536.92721555-4474.16047474j,1255.58849819+6064.77906611j,-2718.02020621-3214.74175972j,1718.62425533+7948.12787846j,-2373.13571924-8127.06600006j,510.236564332+4302.81048263j,-5563.62261271-6574.28039282j,-2009.75490977+11096.1901035j,-3789.62971277-8184.70419442j,208.921604394+10139.4695503j,-7315.72571738-2572.15934943j,729.877973308+8448.44125621j,4776.6498738-7184.66842113j,925.96123077+8891.08325269j,4250.14817723-5789.29225806j,-11817.3889875+1003.48163456j,16254.650491+2434.77965389j,-13585.6862019+1110.01219012j,11014.6019741+8404.9212294j,-10372.5608274-15128.698155j,7877.05765151+15690.1557373j,-14033.9789887-17304.9831365j,10868.7837938+13996.2251348j,-8502.37191597-18964.2040106j,-256.306558029+22376.6354928j,-15595.1001386-23713.5602444j,645.727566612+12840.6546428j,-784.552226992-20485.8182232j,-5692.45445463+2873.37994675j,-27781.1596268-4555.32263595j,-26038.1383106+15179.5027393j,18524.767428+15791.5879513j,-23097.0848484+49269.1831486j,15245.9965417-29961.3694037j,-86839.9257941+8140.60877617j,67145.7303544+81129.357559j,19852.0581612+50263.2860185j,49206.2873673+87208.6075975j,-1077.52650238-99696.2703233j,45941.5096012-847.666925223j,-37302.1291855-41126.7369647j,99153.1343296+5533.77705583j,-41842.9633806+10939.4946855j,29677.3793151+139392.801818j,-95827.9965184-1872.57247012j,-194080.255768-15083.3770744j,683593.633514+203334.348003j,-1164217.86748+9387.02961455j
-770374.966663+781520.151571j,302719.290321-454531.45733j,-310767.867592+245905.963831j,118320.643023-98456.0293197j,76475.9717112-156681.554463j,-38223.3034086+59023.4809903j,52389.7604906-6361.45251928j,-81804.1948431-107938.835691j,65811.3312176+74487.8401435j,-30682.6417556-72203.9942474j,-37332.634602-32902.3484134j,3908.08010072-34586.1214698j,19168.4628976+19797.0540107j,-42054.7614299-15460.4619126j,113.71806859+2264.62359409j,33548.1838886-18614.3639305j,15786.0156266-8163.29047491j,-26596.6830124+5724.06621035j,-10539.5107346-15888.4875129j,18506.7787697-13823.4053879j,-15118.2560571-9134.1993942j,-5992.29198505-20237.7020989j,-20424.0836707-9638.21594941j,5317.89813154-2857.29815563j,-20867.1193237+1869.1636291j,25768.630366-2803.06461978j,-29700.7196893-18263.7344681j,12387.376773+5319.75855835j,-14555.2159287-20484.5857053j,4844.01004281+18567.1958885j,-10009.1237095-18556.1408217j,1400.88533882+1890.55643424j,-4974.3844656-10862.4408215j,-1804.57072358-247.054934688j,-3244.53916716-14826.6087037j,-1741.06458425-1439.73462424j,-1578.13866609-10750.8123907j,-13915.8995477+669.446046759j,5267.69826833-5898.27087603j,-9345.93539008-1087.82487243j,7706.57921918-1654.67236132j,-16169.457936-7158.40261373j,3120.86348075-1176.50770429j,-14291.654093-4674.97599833j,9122.86963069+4351.72748124j,-8052.96430325-12591.9395542j,3726.98753463+968.663499565j,-10784.9944749-8295.06792162j,-716.770563454+4183.44323214j,-1431.94141622-5332.5594608j,-3214.29960897+475.909003709j,2019.74329213-7068.30575933j,-6882.03418529-1165.9680059j,2919.45281939-4229.85890563j,-1286.078331-2806.95409702j,-4761.15143605-1417.9730413j,-5494.07302367-6756.02274843j,-1887.85007943-742.608125905j,-3659.7929419+2154.03898444j,130.702535057-3742.67535459j,-4921.01031486-5407.61711558j,-526.864376923-164.097973431j,-7114.32051896-1913.58520922j,-469.489108763-3991.04981275j,975.758966884+336.703594359j,-2812.66452963-3446.84030786j,-5326.59235936-2707.42873673j,515.822272525+967.663322447j,-4798.74666997-3510.60620536j,-3181.48738803+130.610563639j,1217.14520912-3408.21159994j,-4934.85874057-4171.27045005j,-797.011385696+4485.29005807j,-2949.28342785-7895.46177643j,-3512.49357606+2470.30149279j,2424.88612433-4189.0118816j,-7200.40344254-198.564584173j,-199.032496137-267.638574361j,-3755.18590547-2745.58008468j,-2104.67796194+635.76157283j,-2952.71563864-3123.63390095j,-3024.10500691+1040.47105376j,-2024.2748692-3945.69881418j,-3168.63704614+5069.89842553j,-1263.58722514-6582.23470564j,-2113.74055279+1795.97772228j,-225.315559264-3275.16020568j,-6745.27251864+3753.82165422j,220.083745357-4663.63932891j,-4663.58317263+1924.53016j,44.5617626035-3546.98174124j,-5327.93482151+1059.61616559j,-218.165372143-1813.20838355j,-4097.76237474-1119.16816691j,-17.9596547995+590.635672624j,-5514.99160479-1097.54308509j,-1569.27367655-798.744556453j,-1394.71822309-2441.9538997j,-1029.37618619+2937.98459479j,-4743.06240137-5072.09742905j,-1730.5245135+3085.7042171j,-2828.68619608-3904.48605744j,-3792.34513258+2979.92574373j,-1.17651042219-4283.43934626j,-2570.52320923+1773.57413118j,-896.635288072-868.213343917j,-3408.28946572+101.438874037j,-2026.17298495-996.24878943j,-3011.06461569+704.607819146j,-2081.23159476-1601.67434767j,-4033.59343972+567.86002438j,-239.294283674+193.195720023j,-4365.52593386-587.550485945j,-1018.68996904+2259.87866672j,-4827.79060357-3882.126828j,198.94726656+2639.41469394j,-3126.02148157-2558.56935093j,-1487.13531039+4098.72711836j,-3878.91667459-3529.61962262j,-1889.71003077+1573.45615137j,-1178.60466393-1437.25783646j,-3583.92503598+1741.48944863j,-2744.77534092-745.111642418j,-451.639404948-698.140936591j,-3176.96482671+3505.72019777j,-2316.82356368-1306.01169591j,-2912.48770091+15.6201149392j,-1603.33858072-1065.12929636j,-1600.57967192+1948.19816279j,-3656.22928926-1682.68421719j,-1589.37969204+2662.39913374j,-1625.04103872-2488.44400666j,-3010.62161486+3626.86069007j,-2480.47771454-566.27728711j,-1781.60257409+157.263490329j,-2274.41890398+1602.6784536j,-1686.09221692+547.136946241j,-3353.37390023-852.499543922j,-424.567785815+1700.56883624j,-2416.89492759+494.39196472j,-3476.22048367-320.700391891j,-2619.29960262+1620.54085146j,-14.8597972957-925.279671535j,-4210.7972537+4100.02933154j,-946.199702162-1365.65533006j,-2680.15069704+1123.01663697j,-728.797152519+582.00742253j,-2809.70935445+2189.85419059j,-2138.98471553+131.003486273j,-3591.34504242+739.047631207j,-273.776931933+2605.34246637j,-5250.00346918-656.721305504j,-384.248434924+2334.39012978j,-2410.32455518-1260.64015336j,-1864.64242285+4685.78083295j,-2321.37294539-63.022346066j,-2624.42466731+3139.72753394j,-814.727674118-183.341072917j,-2339.55077339+4886.25486905j,-2621.23539351-4066.38423068j,-1749.99057585+5003.50723661j,-2240.76255613-762.118973598j,-3927.23157861+3656.97987228j,455.319091384-79.9940189466j,-4196.06755123+2787.39590228j,9.54022990395+3392.2345265j,-5305.22794915-956.28728955j,2614.20647018+3503.92981333j,-3951.91617568-807.551807012j,-2095.4510859+6003.14228364j,-3040.93299332-4658.41228681j,-3266.25157801+8031.37514733j,222.893062213-4625.9988526j,-3649.3413933+7079.41980042j,-1063.46692039-3287.28002943j,-4081.75702447+5528.12476178j,-268.814864219-98.3323613329j,-3699.01859241+5425.51101823j,468.322941686+865.784766987j,-4596.79806331+2357.89308525j,-1067.76533263+4116.63257489j,-3929.62402303+1402.03042036j,-503.420749752+2505.03309944j,-1053.67198358+1973.02542216j,-1752.5441231+3416.09029756j,-4195.92847708-386.817534063j,1359.08583296+5455.87250563j,-2135.30784709-2543.7256828j,488.563902888+9432.35758338j,-3033.38096245-4288.50937837j,-3064.26570656+6941.01916641j,2470.25291788-1332.72902979j,-4888.56075984+7574.71025957j,355.328726508-3510.43410537j,-4900.44499354+4887.36683145j,-293.448076283+3184.40648515j,-6808.7974974+1791.15559743j,3598.07720674+4790.31858274j,-3519.39794508-2913.86744111j,-4114.1070096+10397.1013667j,1457.10992676-1338.13397319j,-4159.37057867+7007.68524419j,2556.21119379+2783.14269275j,-4181.69165821+392.959031733j,-2750.60331908+1596.51669724j,1753.2705712+10102.8919483j,-3142.81489344+1211.62391417j,-3715.58153694+7313.04251018j,2465.34222841+906.592728145j,-4089.13360072+8669.15738467j,3455.43012812+4809.05661674j,3026.26461131+1209.64639752j,-1849.70777357+4371.9751143j,-3099.82476384+2041.87318668j,-5844.8740542+7044.4272642j,2495.53765301-311.800413851j,-3991.75864519+16436.4317495j,1342.66453152-868.630106953j,-12651.2735675+2627.38950455j,17658.6921784+6942.16682136j,-14270.7058699+6935.59134067j,6483.06172929+7450.80502426j,-2598.85632372-9817.60963404j,773.576186705+20846.9558736j,-9904.64391694-4094.10758075j,-4794.50403106+13909.1891218j,14732.1142241-3886.74431427j,-19278.9931313+23738.0036187j,7784.06988475-4307.95467057j,-4894.37442981+10052.7242114j,18913.9138421+16830.0904143j,-11715.5840524+8793.9182186j,8120.79829304-8523.46447822j,-289.50995706+22515.3259414j,9759.7797419+6867.14812952j,-24152.0452819+25181.7818565j,31426.8582648-14997.6669649j,-30582.0073444-16217.8328227j,165.76975444+39127.8556039j,-28593.47149+1562.98674659j,34117.8710242+24897.2955527j,3034.13192413-28601.7350743j,-41414.7546455+42960.5734134j,-38464.7413189-33383.4180211j,-37551.2311401+82333.2741768j,38155.2840956-92694.5944203j,-134478.291941+74780.6518914j,129815.976084-6920.09433308j,-69980.7607916+57572.768969j,25634.1247294+102641.954351j,-42388.0540948-8319.60098548j,54884.8576134-48077.5987457j,78620.8510795+84765.6902048j,-98787.9505843+26463.3403166j,55427.7571562+134045.419364j,443352.516898-139659.206612j
-188469.278264+268215.624946j,134233.294403+2289.7216627j,-74798.5768559-21404.8400491j,-41825.2843924-109062.299177j,52286.3227078+64247.998511j,-95091.8918692-34772.1586467j,24630.8193417-23001.6388335j,20768.7133559+57869.9712821j,-34171.1203381-23106.0203787j,-28155.4715401+53485.1457967j,100762.564464-17875.3195688j,-36919.4023817-5299.76595582j,-41816.4189189+21172.690236j,-10556.8150645+6702.35631039j,-44302.6176234-16471.2909738j,-5622.4889085+37133.6270119j,12910.3618889-26532.5750574j,-14956.5848765-16060.4770566j,8861.22299014+19669.9948361j,-7627.96879383+14898.4812598j,-256.222796472-592.814968167j,10481.6861994+109.931011783j,-6587.50958971+4835.50197937j,11288.6478882-4086.55136279j,2388.7982027+12140.1346698j,1540.70966714-12049.8494014j,-2945.08510974-280.27898509j,7014.70259358-5745.52759969j,-11060.7842621+20215.5746618j,5618.91599471-14319.7190191j,-850.308938879+6126.62119679j,9042.85989464-6438.92486982j,-16233.10787+5182.78660609j,7126.72699882-5112.31988585j,-5200.29910257+7784.80227464j,5022.27214728+927.690637111j,-7791.29600549-4873.28589442j,8473.98712123+7242.28633796j,-2788.35674187+998.197593467j,-3098.15202408+9973.12339004j,2441.06866553-16879.076831j,-43.8379919474+8351.87080845j,-1070.00972511-5198.74469472j,-10269.4183209+8777.75705813j,11812.2855824-6384.55144943j,-8732.13486611+10059.8328933j,2704.43640514-3747.49127614j,-11433.3249896+928.909088019j,10466.3295269+1512.76737452j,-6594.66612138+3278.0270484j,5449.91159982-1239.12526263j,-3038.67793562-138.826641477j,3790.29077253+23.3085069231j,-895.414828432+3167.87865539j,793.893943445+2318.07731779j,962.106853645-4533.51991953j,1053.21808135+6958.82705143j,-3923.42000912-2374.88280938j,1837.37127141+3749.52040459j,2605.56517244-2818.12996624j,-2249.95723341+9105.19227187j,612.818335172-6371.64920603j,-4219.27314769+3834.39533046j,5820.39086556-109.750454088j,-8215.38065399+792.654877184j,2998.43033535-396.05522251j,843.438868407+851.996164117j,-2014.21597135+3928.86544033j,-186.732592005+414.589310151j,290.646834368-979.727749229j,2507.86771607+3216.63003817j,-469.947432772-159.226761125j,822.996348774+1886.72217424j,-2073.75331852+690.929254057j,4781.60931669-11.6577886314j,-2209.14618883+1358.84089751j,2263.92530753+592.484572804j,710.6101021+761.817144056j,-884.888630406+2626.54674538j,1462.21158883+1790.78104289j,-2781.65715168-1239.83685838j,2151.09556403+2882.60872042j,-889.396497498-277.563729061j,-1222.09211712+2497.93963033j,1958.21384551-1168.38952374j,1683.96616608+1251.80144566j,-2289.66078536+1627.11473291j,2936.01599192+1186.68878573j,-2133.09181193+478.148329194j,1711.62932661+2324.87273451j,-1641.48816632-1084.59811055j,1529.72615712+4111.11696326j,-1237.53411505-2735.39374544j,2224.90649681+2174.74634751j,-787.193302913-231.874824825j,-2360.1554505+1327.97757765j,3266.2440724+436.260966444j,-2912.06312272+2500.23047323j,2970.09922951-687.887037675j,-1895.35540436+564.772595892j,1931.31584667+1154.62300074j,-1607.71725541+1495.12912697j,2009.41124273+482.009145204j,-889.271868377-331.34981742j,4039.02170838+2460.01103194j,-3135.18943134-2372.35538288j,4018.92086594+2512.57184058j,-1533.89072417-1113.16035197j,359.946858894+2608.16224247j,187.390853603-1199.74132822j,-27.9510141998+2974.28499517j,2617.32046526-2387.53952311j,-403.190658505+4459.9784372j,1193.54719204-2692.32193738j,-2071.71310076+3121.09916939j,3203.28331622-2231.60609474j,-2571.52519487+2399.19417278j,3927.26228804-50.5848086722j,-1848.86266812+649.073922915j,2506.44999041+124.920838465j,-1417.58371245+975.42802982j,1871.32409463-735.434371393j,443.689726152+2211.01607808j,1710.26111428+479.539642646j,-309.812887458+1088.68056112j,1847.9094275+111.294925153j,330.911492279+1182.22809502j,-615.161296865+107.274010777j,967.68044734-353.719700972j,1274.87474607+1381.99907364j,1588.94539008-226.884006411j,-1954.15577594+2409.35866163j,2693.51381629-1559.69480762j,-1424.09797328-270.693575729j,3838.97255963+2151.30325919j,-2046.31126423-394.037207088j,1735.37343852-487.194865264j,1828.65925977+755.846268047j,1294.62330624+1714.69247594j,-3212.54912615+38.7056696656j,3022.68375852-1614.08687462j,110.413168014+2703.18515593j,469.715685273+198.766916547j,2257.08185515+417.945177494j,693.342009477-2148.5389925j,624.35729561+2927.58690379j,-282.624222431-3116.0098199j,494.838750502+1319.24994732j,3288.01962306+225.24935861j,-956.183258464+1610.22592916j,141.003682103-269.773149526j,1789.08798006+113.914483111j,1725.15284708-283.281421423j,-601.023195631+1907.42771278j,3294.10987102-1770.2059815j,-809.838336873+1335.19969086j,4170.44061246+1243.97325113j,-2430.41290347-156.333282062j,3055.91281897-1216.03644655j,-83.7727880215-1402.96052273j,2167.73560568+3356.9441502j,-3357.63183398-971.056328978j,4607.02055786+1578.25851396j,24.8888197766-2535.22458208j,2265.48732578+3747.86046616j,280.978709506-3365.06790129j,-948.214825275+2654.44181805j,3893.42524989-1505.24588689j,-2088.2560872+1620.92772973j,4007.77886893-1155.32107255j,-3273.40838529+2782.83913935j,5101.93606282-1167.99291727j,-2235.48587401-611.105052017j,4585.87582982+2187.45393912j,-3227.90327194-2382.01219633j,4124.47359635+2782.88610192j,-1274.7069061-1316.77375156j,3809.92498289+548.320944622j,-1977.04262992-154.750439943j,4233.19362445-64.5058163116j,-3240.48428893-2387.12648378j,3279.67444456+3558.59206818j,-313.041637093-5312.33634642j,1233.85360274+3806.17781386j,1952.49589869-4270.17426073j,-3708.75658358+2209.12612515j,6300.242061-1522.29442199j,-2957.3966686-415.253872086j,6491.85756327+489.602219116j,-5880.20304737-3016.57280818j,7021.58092695+4620.79510409j,-3144.47831068-4082.57000601j,6135.82287057+3216.92672128j,496.389429069-4548.96951241j,-416.848591452+5210.25571555j,344.758466834-1330.62234261j,4145.71148719+708.136706944j,500.683458613+1744.87602941j,2438.28118294-1092.83941522j,1188.13973509-5239.10543014j,1185.17235821+5205.18845042j,4563.31832802-1998.34852995j,-2455.13973402-3412.85240612j,4617.55498709+1564.51010887j,-1186.14388433+1382.85854065j,492.82546086+802.538698402j,84.2309659274-4006.76263144j,6239.41082298+2213.25233101j,-14347.3908291-6258.36387753j,7721.79642771+4875.31916599j,2537.46022246-7805.20590636j,-3543.62612331+9830.30610075j,1599.25482001-6644.11221714j,-8061.86236871-5176.07984792j,9396.87439908+8728.58891116j,-1336.31809305-8356.63604613j,-1272.10984905+2767.06673886j,7946.67090053-15253.5377607j,-299.726127558+9075.76788771j,-4567.41387288-4946.78010649j,2729.32498062+1810.11736255j,7173.57197971-6328.56343022j,-7136.28086867+8404.57890637j,507.499088256-4308.05655248j,5470.55749697-3203.30724551j,3861.53449078+8450.71620091j,-2896.07033736-2889.64804285j,-202.525339986-14346.6315199j,3704.56053307+8785.23919674j,2863.84549196+4249.88148834j,-17606.2299481-1971.3456334j,26811.0765244-5805.12984626j,-24193.2221435-7527.98280376j,18271.1951378+18317.3994357j,-14118.7929515-38930.3956318j,20233.9815832+22865.9457755j,-9773.00391718-38329.6086526j,11601.2087764+66577.0293042j,33237.9471596-63088.3535452j,-20809.8363128-6095.27666065j,18238.1569532-42394.7562721j,-70437.002254-10386.3872085j,47076.1052806+30477.5045612j,-32637.4035696+2974.10153126j,61298.4102328+111455.373163j,34962.1749482-87589.7770175j,48106.9466973-3680.36247298j,-36571.7220327-129324.248893j,-25865.6594106+86164.7578743j,-23331.0008084-75488.1333975j,98577.3598969+45235.8273144j,-82913.1373394+24817.1197276j,-28610.3037214-142900.7014j,139725.939547+200259.255501j,-300487.524025-69419.4818638j,267759.713442+105350.347051j
